Id,DateTime,Day,Category,MenuItem
1754,2019-10-05 20:57:00,Saturday,icecekler,Ayran (30 cl.)
1754,2019-10-05 20:57:00,Saturday,tatlilar,Fırın Sütlaç
1754,2019-10-05 20:57:00,Saturday,pideler,Kaşarlı Sucuklu Pide
1755,2019-10-05 21:08:00,Saturday,tatlilar,Kazandibi
1755,2019-10-05 21:08:00,Saturday,izgaralar,Kuzu Şiş
1756,2019-10-05 21:10:00,Saturday,icecekler,Cappy (33 cl.)
1756,2019-10-05 21:10:00,Saturday,kebaplar,Sarma Beyti Kebabı
1757,2019-10-05 21:22:00,Saturday,icecekler,Fanta (33 cl.)
1757,2019-10-05 21:22:00,Saturday,pideler,Kaşarlı Sucuklu Pide
1758,2019-10-05 21:31:00,Saturday,corbalar,Domates Çorbası
1758,2019-10-05 21:31:00,Saturday,durumler,Çöp Şiş Dürüm
1759,2019-10-05 21:32:00,Saturday,icecekler,Fanta (33 cl.)
1759,2019-10-05 21:32:00,Saturday,izgaralar,Tavuk Şiş
1760,2019-10-05 21:44:00,Saturday,baslangiclar,Kuruluk Dolması
1760,2019-10-05 21:44:00,Saturday,durumler,Ali Haydar Dürüm
1761,2019-10-05 22:04:00,Saturday,kebaplar,Sac Kavurma
1762,2019-10-05 22:05:00,Saturday,icecekler,Coca-Cola (33 cl.)
1762,2019-10-05 22:05:00,Saturday,tatlilar,Kazandibi
1762,2019-10-05 22:05:00,Saturday,pideler,Kıymalı Pide
1763,2019-10-05 22:16:00,Saturday,tatlilar,Fırın Sütlaç
1763,2019-10-05 22:16:00,Saturday,pideler,Karışık Pide
1764,2019-10-05 22:18:00,Saturday,corbalar,Süzme Mercimek Çorbası
1764,2019-10-05 22:18:00,Saturday,izgaralar,Kuzu Şiş
1765,2019-10-05 22:25:00,Saturday,baslangiclar,Kuruluk Dolması
1765,2019-10-05 22:25:00,Saturday,icecekler,Fanta (33 cl.)
1765,2019-10-05 22:25:00,Saturday,kebaplar,Urfa Kebap
1766,2019-10-05 22:31:00,Saturday,tatlilar,Fırın Sütlaç
1766,2019-10-05 22:31:00,Saturday,durumler,Ali Haydar Dürüm
1767,2019-10-05 22:42:00,Saturday,baslangiclar,Kuruluk Dolması
1767,2019-10-05 22:42:00,Saturday,icecekler,Cappy (33 cl.)
1767,2019-10-05 22:42:00,Saturday,kebaplar,Alinazik Kebap (Şişten)
1768,2019-10-05 22:53:00,Saturday,icecekler,Coca-Cola Şekersiz (33 cl.)
1768,2019-10-05 22:53:00,Saturday,tatlilar,Kazandibi
1768,2019-10-05 22:53:00,Saturday,pideler,Kıymalı Pide
1769,2019-10-06 09:00:00,Sunday,corbalar,Tarhana Çorbası
1769,2019-10-06 09:00:00,Sunday,durumler,Tavuk Şiş Dürüm
1770,2019-10-06 09:02:00,Sunday,icecekler,Coca-Cola (33 cl.)
1770,2019-10-06 09:02:00,Sunday,pideler,Kaşarlı Pide
1771,2019-10-06 09:14:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1771,2019-10-06 09:14:00,Sunday,izgaralar,Tavuk Kanat
1772,2019-10-06 09:17:00,Sunday,corbalar,Tavuk Suyu Çorbası
1772,2019-10-06 09:17:00,Sunday,baslangiclar,Kuruluk Dolması
1772,2019-10-06 09:17:00,Sunday,tatlilar,Fıstıklı Künefe
1772,2019-10-06 09:17:00,Sunday,kebaplar,Alinazik Kebap (Şişten)
1773,2019-10-06 09:32:00,Sunday,pideler,Kaşarlı Sucuklu Pide
1774,2019-10-06 09:42:00,Sunday,baslangiclar,Kuruluk Dolması
1774,2019-10-06 09:42:00,Sunday,icecekler,Fanta (33 cl.)
1774,2019-10-06 09:42:00,Sunday,tatlilar,Kazandibi
1774,2019-10-06 09:42:00,Sunday,pideler,Kuşbaşılı Kaşarlı Pide
1775,2019-10-06 09:45:00,Sunday,corbalar,Tarhana Çorbası
1775,2019-10-06 09:45:00,Sunday,pideler,Kavurmalı Pide
1776,2019-10-06 09:57:00,Sunday,corbalar,Tarhana Çorbası
1776,2019-10-06 09:57:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1776,2019-10-06 09:57:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1776,2019-10-06 09:57:00,Sunday,izgaralar,Kuzu Şiş
1777,2019-10-06 09:58:00,Sunday,icecekler,Fanta (33 cl.)
1777,2019-10-06 09:58:00,Sunday,tatlilar,Fıstıklı Künefe
1777,2019-10-06 09:58:00,Sunday,kebaplar,Sarma Beyti Kebabı
1778,2019-10-06 10:07:00,Sunday,icecekler,Fanta (33 cl.)
1778,2019-10-06 10:07:00,Sunday,tatlilar,Fırın Sütlaç
1778,2019-10-06 10:07:00,Sunday,izgaralar,Tavuk Pirzola
1779,2019-10-06 10:13:00,Sunday,icecekler,Sprite (33 cl.)
1779,2019-10-06 10:13:00,Sunday,tatlilar,Baklava
1779,2019-10-06 10:13:00,Sunday,pideler,Kaşarlı Sucuklu Pide
1780,2019-10-06 10:30:00,Sunday,icecekler,Fanta (33 cl.)
1780,2019-10-06 10:30:00,Sunday,durumler,Çöp Şiş Dürüm
1781,2019-10-06 10:44:00,Sunday,durumler,Tavuk Şiş Dürüm
1782,2019-10-06 10:57:00,Sunday,corbalar,Domates Çorbası
1782,2019-10-06 10:57:00,Sunday,durumler,Urfa Dürüm
1783,2019-10-06 11:06:00,Sunday,icecekler,Ayran (30 cl.)
1783,2019-10-06 11:06:00,Sunday,tatlilar,Baklava
1783,2019-10-06 11:06:00,Sunday,durumler,Urfa Dürüm
1784,2019-10-06 11:20:00,Sunday,corbalar,Tavuk Suyu Çorbası
1784,2019-10-06 11:20:00,Sunday,icecekler,Fanta (33 cl.)
1784,2019-10-06 11:20:00,Sunday,tatlilar,Kazandibi
1784,2019-10-06 11:20:00,Sunday,kebaplar,Adana Kebap
1785,2019-10-06 11:34:00,Sunday,corbalar,Tarhana Çorbası
1785,2019-10-06 11:34:00,Sunday,icecekler,Fanta (33 cl.)
1785,2019-10-06 11:34:00,Sunday,tatlilar,Kazandibi
1785,2019-10-06 11:34:00,Sunday,durumler,Çöp Şiş Dürüm
1786,2019-10-06 11:42:00,Sunday,icecekler,Coca-Cola Şekersiz (33 cl.)
1786,2019-10-06 11:42:00,Sunday,durumler,Kuzu Şiş Dürüm
1787,2019-10-06 11:53:00,Sunday,pideler,Karışık Pide
1788,2019-10-06 11:57:00,Sunday,icecekler,Fanta (33 cl.)
1788,2019-10-06 11:57:00,Sunday,kebaplar,Urfa Kebap
1789,2019-10-06 12:05:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1789,2019-10-06 12:05:00,Sunday,icecekler,Fanta (33 cl.)
1789,2019-10-06 12:05:00,Sunday,tatlilar,Kazandibi
1789,2019-10-06 12:05:00,Sunday,durumler,Urfa Dürüm
1790,2019-10-06 12:19:00,Sunday,icecekler,Sprite (33 cl.)
1790,2019-10-06 12:19:00,Sunday,kebaplar,Sac Kavurma
1791,2019-10-06 12:39:00,Sunday,icecekler,Soda (20 cl.)
1791,2019-10-06 12:39:00,Sunday,kebaplar,Urfa Kebap
1792,2019-10-06 12:46:00,Sunday,pideler,Kıymalı Pide
1793,2019-10-06 12:52:00,Sunday,icecekler,Soda (20 cl.)
1793,2019-10-06 12:52:00,Sunday,tatlilar,Fıstıklı Künefe
1793,2019-10-06 12:52:00,Sunday,pideler,Kavurmalı Pide
1794,2019-10-06 12:56:00,Sunday,baslangiclar,Kuruluk Dolması
1794,2019-10-06 12:56:00,Sunday,icecekler,Sprite (33 cl.)
1794,2019-10-06 12:56:00,Sunday,tatlilar,Kazandibi
1794,2019-10-06 12:56:00,Sunday,durumler,Tavuk Şiş Dürüm
1795,2019-10-06 13:03:00,Sunday,corbalar,Tavuk Suyu Çorbası
1795,2019-10-06 13:03:00,Sunday,icecekler,Cappy (33 cl.)
1795,2019-10-06 13:03:00,Sunday,pideler,Kuşbaşılı Kaşarlı Pide
1796,2019-10-06 13:13:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1796,2019-10-06 13:13:00,Sunday,izgaralar,Izgara Köfte
1797,2019-10-06 13:21:00,Sunday,durumler,Ali Haydar Dürüm
1798,2019-10-06 13:27:00,Sunday,baslangiclar,Kuruluk Dolması
1798,2019-10-06 13:27:00,Sunday,tatlilar,Fıstıklı Künefe
1798,2019-10-06 13:27:00,Sunday,kebaplar,Adana Kebap
1799,2019-10-06 13:38:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1799,2019-10-06 13:38:00,Sunday,izgaralar,Tavuk Pirzola
1800,2019-10-06 13:51:00,Sunday,corbalar,Domates Çorbası
1800,2019-10-06 13:51:00,Sunday,icecekler,Coca-Cola Şekersiz (33 cl.)
1800,2019-10-06 13:51:00,Sunday,durumler,Kuzu Şiş Dürüm
1801,2019-10-06 14:03:00,Sunday,corbalar,Yayla Çorbası
1801,2019-10-06 14:03:00,Sunday,pideler,Kavurmalı Pide
1802,2019-10-06 14:09:00,Sunday,pideler,Kuşbaşılı Pide
1803,2019-10-06 14:14:00,Sunday,icecekler,Cappy (33 cl.)
1803,2019-10-06 14:14:00,Sunday,kebaplar,Patlıcanlı Kebap
1804,2019-10-06 14:22:00,Sunday,corbalar,Yayla Çorbası
1804,2019-10-06 14:22:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1804,2019-10-06 14:22:00,Sunday,tatlilar,Kazandibi
1804,2019-10-06 14:22:00,Sunday,izgaralar,Izgara Köfte
1805,2019-10-06 14:40:00,Sunday,durumler,Ali Haydar Dürüm
1806,2019-10-06 14:56:00,Sunday,icecekler,Sprite (33 cl.)
1806,2019-10-06 14:56:00,Sunday,tatlilar,Fıstıklı Künefe
1806,2019-10-06 14:56:00,Sunday,durumler,Tavuk Şiş Dürüm
1807,2019-10-06 15:13:00,Sunday,icecekler,Ayran (30 cl.)
1807,2019-10-06 15:13:00,Sunday,kebaplar,Sac Kavurma
1808,2019-10-06 15:17:00,Sunday,icecekler,Coca-Cola Şekersiz (33 cl.)
1808,2019-10-06 15:17:00,Sunday,tatlilar,Fırın Sütlaç
1808,2019-10-06 15:17:00,Sunday,kebaplar,Yoğurtlu Kebap
1809,2019-10-06 15:36:00,Sunday,icecekler,Ayran (30 cl.)
1809,2019-10-06 15:36:00,Sunday,pideler,Kuşbaşılı Pide
1810,2019-10-06 15:42:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1810,2019-10-06 15:42:00,Sunday,icecekler,Cappy (33 cl.)
1810,2019-10-06 15:42:00,Sunday,tatlilar,Baklava
1810,2019-10-06 15:42:00,Sunday,kebaplar,Karışık Kebap
1811,2019-10-06 16:01:00,Sunday,corbalar,Domates Çorbası
1811,2019-10-06 16:01:00,Sunday,kebaplar,Ali Haydar Kebabı
1812,2019-10-06 16:11:00,Sunday,baslangiclar,Kuruluk Dolması
1812,2019-10-06 16:11:00,Sunday,icecekler,Coca-Cola (33 cl.)
1812,2019-10-06 16:11:00,Sunday,izgaralar,Tavuk Pirzola
1813,2019-10-06 16:13:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1813,2019-10-06 16:13:00,Sunday,icecekler,Coca-Cola Şekersiz (33 cl.)
1813,2019-10-06 16:13:00,Sunday,durumler,Adana Dürüm
1814,2019-10-06 16:27:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1814,2019-10-06 16:27:00,Sunday,icecekler,Sprite (33 cl.)
1814,2019-10-06 16:27:00,Sunday,durumler,Kuzu Şiş Dürüm
1815,2019-10-06 16:40:00,Sunday,icecekler,Soda (20 cl.)
1815,2019-10-06 16:40:00,Sunday,tatlilar,Baklava
1815,2019-10-06 16:40:00,Sunday,kebaplar,Patlıcanlı Kebap
1816,2019-10-06 16:58:00,Sunday,icecekler,Fanta (33 cl.)
1816,2019-10-06 16:58:00,Sunday,durumler,Tavuk Şiş Dürüm
1817,2019-10-06 17:06:00,Sunday,icecekler,Coca-Cola Şekersiz (33 cl.)
1817,2019-10-06 17:06:00,Sunday,tatlilar,Baklava
1817,2019-10-06 17:06:00,Sunday,izgaralar,Kuzu Şiş
1818,2019-10-06 17:24:00,Sunday,baslangiclar,Kuruluk Dolması
1818,2019-10-06 17:24:00,Sunday,durumler,Şefin Dürümü (Spesiyal)
1819,2019-10-06 17:31:00,Sunday,icecekler,Fanta (33 cl.)
1819,2019-10-06 17:31:00,Sunday,tatlilar,Kazandibi
1819,2019-10-06 17:31:00,Sunday,izgaralar,Çöp Şiş
1820,2019-10-06 17:41:00,Sunday,corbalar,Tavuk Suyu Çorbası
1820,2019-10-06 17:41:00,Sunday,baslangiclar,Kuruluk Dolması
1820,2019-10-06 17:41:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1820,2019-10-06 17:41:00,Sunday,durumler,Çöp Şiş Dürüm
1821,2019-10-06 17:50:00,Sunday,corbalar,Yayla Çorbası
1821,2019-10-06 17:50:00,Sunday,icecekler,Soda (20 cl.)
1821,2019-10-06 17:50:00,Sunday,izgaralar,Çöp Şiş
1822,2019-10-06 18:01:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1822,2019-10-06 18:01:00,Sunday,icecekler,Coca-Cola Şekersiz (33 cl.)
1822,2019-10-06 18:01:00,Sunday,durumler,Çöp Şiş Dürüm
1823,2019-10-06 18:17:00,Sunday,tatlilar,Baklava
1823,2019-10-06 18:17:00,Sunday,izgaralar,Izgara Köfte
1824,2019-10-06 18:19:00,Sunday,icecekler,Coca-Cola (33 cl.)
1824,2019-10-06 18:19:00,Sunday,pideler,Kaşarlı Pide
1825,2019-10-06 18:39:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1825,2019-10-06 18:39:00,Sunday,icecekler,Soda (20 cl.)
1825,2019-10-06 18:39:00,Sunday,pideler,Kavurmalı Pide
1826,2019-10-06 18:42:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1826,2019-10-06 18:42:00,Sunday,kebaplar,Yoğurtlu Antep Kebabı
1827,2019-10-06 19:02:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1827,2019-10-06 19:02:00,Sunday,durumler,Kuzu Şiş Dürüm
1828,2019-10-06 19:09:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1828,2019-10-06 19:09:00,Sunday,icecekler,Fanta (33 cl.)
1828,2019-10-06 19:09:00,Sunday,kebaplar,Altı Ezmeli Kebap (Şişten)
1829,2019-10-06 19:17:00,Sunday,icecekler,Sprite (33 cl.)
1829,2019-10-06 19:17:00,Sunday,pideler,Kuşbaşılı Pide
1830,2019-10-06 19:21:00,Sunday,corbalar,Süzme Mercimek Çorbası
1830,2019-10-06 19:21:00,Sunday,baslangiclar,Kuruluk Dolması
1830,2019-10-06 19:21:00,Sunday,icecekler,Soda (20 cl.)
1830,2019-10-06 19:21:00,Sunday,tatlilar,Fırın Sütlaç
1830,2019-10-06 19:21:00,Sunday,durumler,Kuzu Şiş Dürüm
1831,2019-10-06 19:28:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1831,2019-10-06 19:28:00,Sunday,icecekler,Ayran (30 cl.)
1831,2019-10-06 19:28:00,Sunday,pideler,Kavurmalı Pide
1832,2019-10-06 19:41:00,Sunday,icecekler,Ayran (30 cl.)
1832,2019-10-06 19:41:00,Sunday,durumler,Çöp Şiş Dürüm
1833,2019-10-06 19:53:00,Sunday,icecekler,Coca-Cola Şekersiz (33 cl.)
1833,2019-10-06 19:53:00,Sunday,tatlilar,Kazandibi
1833,2019-10-06 19:53:00,Sunday,izgaralar,Çöp Şiş
1834,2019-10-06 20:04:00,Sunday,tatlilar,Fırın Sütlaç
1834,2019-10-06 20:04:00,Sunday,pideler,Kaşarlı Pide
1835,2019-10-06 20:10:00,Sunday,corbalar,Tarhana Çorbası
1835,2019-10-06 20:10:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1835,2019-10-06 20:10:00,Sunday,tatlilar,Kazandibi
1835,2019-10-06 20:10:00,Sunday,durumler,Tavuk Şiş Dürüm
1836,2019-10-06 20:16:00,Sunday,icecekler,Coca-Cola (33 cl.)
1836,2019-10-06 20:16:00,Sunday,durumler,Şefin Dürümü (Spesiyal)
1837,2019-10-06 20:20:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1837,2019-10-06 20:20:00,Sunday,icecekler,Ayran (30 cl.)
1837,2019-10-06 20:20:00,Sunday,kebaplar,Karışık Kebap
1838,2019-10-06 20:38:00,Sunday,baslangiclar,Kızartma İçli Köfte (Adet)
1838,2019-10-06 20:38:00,Sunday,tatlilar,Baklava
1838,2019-10-06 20:38:00,Sunday,pideler,Kuşbaşılı Pide
1839,2019-10-06 20:42:00,Sunday,icecekler,Soda (20 cl.)
1839,2019-10-06 20:42:00,Sunday,tatlilar,Kazandibi
1839,2019-10-06 20:42:00,Sunday,izgaralar,Izgara Köfte
1840,2019-10-06 20:50:00,Sunday,icecekler,Coca-Cola (33 cl.)
1840,2019-10-06 20:50:00,Sunday,kebaplar,Adana Kebap
1841,2019-10-06 20:55:00,Sunday,baslangiclar,Kuruluk Dolması
1841,2019-10-06 20:55:00,Sunday,izgaralar,Tavuk Pirzola
1842,2019-10-06 21:00:00,Sunday,icecekler,Ayran (30 cl.)
1842,2019-10-06 21:00:00,Sunday,izgaralar,Tavuk Şiş
1843,2019-10-06 21:04:00,Sunday,durumler,Urfa Dürüm
1844,2019-10-06 21:11:00,Sunday,corbalar,Süzme Mercimek Çorbası
1844,2019-10-06 21:11:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1844,2019-10-06 21:11:00,Sunday,tatlilar,Baklava
1844,2019-10-06 21:11:00,Sunday,izgaralar,Tavuk Şiş
1845,2019-10-06 21:24:00,Sunday,icecekler,Coca-Cola (33 cl.)
1845,2019-10-06 21:24:00,Sunday,tatlilar,Fırın Sütlaç
1845,2019-10-06 21:24:00,Sunday,durumler,Kuzu Şiş Dürüm
1846,2019-10-06 21:40:00,Sunday,corbalar,Tavuk Suyu Çorbası
1846,2019-10-06 21:40:00,Sunday,baslangiclar,Kuruluk Dolması
1846,2019-10-06 21:40:00,Sunday,tatlilar,Fıstıklı Künefe
1846,2019-10-06 21:40:00,Sunday,kebaplar,Altı Ezmeli Kebap (Şişten)
1847,2019-10-06 21:53:00,Sunday,corbalar,Süzme Mercimek Çorbası
1847,2019-10-06 21:53:00,Sunday,baslangiclar,Kuruluk Dolması
1847,2019-10-06 21:53:00,Sunday,icecekler,Cappy (33 cl.)
1847,2019-10-06 21:53:00,Sunday,izgaralar,Tavuk Şiş
1848,2019-10-06 22:11:00,Sunday,baslangiclar,Kuruluk Dolması
1848,2019-10-06 22:11:00,Sunday,icecekler,Soda (20 cl.)
1848,2019-10-06 22:11:00,Sunday,tatlilar,Fıstıklı Künefe
1848,2019-10-06 22:11:00,Sunday,kebaplar,Alinazik Kebap (Şişten)
1849,2019-10-06 22:27:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1849,2019-10-06 22:27:00,Sunday,tatlilar,Kazandibi
1849,2019-10-06 22:27:00,Sunday,kebaplar,Alinazik Kebap (Kıymadan)
1850,2019-10-06 22:31:00,Sunday,baslangiclar,Kuruluk Dolması
1850,2019-10-06 22:31:00,Sunday,kebaplar,Alinazik Kebap (Şişten)
1851,2019-10-06 22:41:00,Sunday,tatlilar,Fıstıklı Künefe
1851,2019-10-06 22:41:00,Sunday,pideler,Kuşbaşılı Pide
1852,2019-10-06 22:42:00,Sunday,icecekler,Fanta (33 cl.)
1852,2019-10-06 22:42:00,Sunday,tatlilar,Fıstıklı Künefe
1852,2019-10-06 22:42:00,Sunday,izgaralar,Tavuk Kanat
1853,2019-10-06 22:49:00,Sunday,icecekler,Şalgam Suyu (33 cl.)
1853,2019-10-06 22:49:00,Sunday,tatlilar,Fıstıklı Künefe
1853,2019-10-06 22:49:00,Sunday,durumler,Ali Haydar Dürüm
1854,2019-10-06 22:54:00,Sunday,icecekler,Coca-Cola (33 cl.)
1854,2019-10-06 22:54:00,Sunday,tatlilar,Kazandibi
1854,2019-10-06 22:54:00,Sunday,kebaplar,Adana Kebap
1855,2019-10-07 09:00:00,Monday,icecekler,Cappy (33 cl.)
1855,2019-10-07 09:00:00,Monday,kebaplar,Yoğurtlu Antep Kebabı
1856,2019-10-07 09:07:00,Monday,icecekler,Ayran (30 cl.)
1856,2019-10-07 09:07:00,Monday,tatlilar,Baklava
1856,2019-10-07 09:07:00,Monday,durumler,Kuzu Şiş Dürüm
1857,2019-10-07 09:13:00,Monday,corbalar,Domates Çorbası
1857,2019-10-07 09:13:00,Monday,icecekler,Ayran (30 cl.)
1857,2019-10-07 09:13:00,Monday,tatlilar,Baklava
1857,2019-10-07 09:13:00,Monday,durumler,Şefin Dürümü (Spesiyal)
1858,2019-10-07 09:18:00,Monday,corbalar,Tavuk Suyu Çorbası
1858,2019-10-07 09:18:00,Monday,pideler,Kaşarlı Sucuklu Pide
1859,2019-10-07 09:26:00,Monday,icecekler,Sprite (33 cl.)
1859,2019-10-07 09:26:00,Monday,tatlilar,Fıstıklı Künefe
1859,2019-10-07 09:26:00,Monday,pideler,Kaşarlı Sucuklu Pide
1860,2019-10-07 09:31:00,Monday,icecekler,Şalgam Suyu (33 cl.)
1860,2019-10-07 09:31:00,Monday,durumler,Şefin Dürümü (Spesiyal)
1861,2019-10-07 09:42:00,Monday,baslangiclar,Kızartma İçli Köfte (Adet)
1861,2019-10-07 09:42:00,Monday,icecekler,Şalgam Suyu (33 cl.)
1861,2019-10-07 09:42:00,Monday,pideler,Kuşbaşılı Pide
1862,2019-10-07 09:53:00,Monday,baslangiclar,Kızartma İçli Köfte (Adet)
1862,2019-10-07 09:53:00,Monday,tatlilar,Fıstıklı Künefe
1862,2019-10-07 09:53:00,Monday,durumler,Tavuk Şiş Dürüm
1863,2019-10-07 09:59:00,Monday,corbalar,Süzme Mercimek Çorbası
1863,2019-10-07 09:59:00,Monday,baslangiclar,Kuruluk Dolması
1863,2019-10-07 09:59:00,Monday,icecekler,Şalgam Suyu (33 cl.)
1863,2019-10-07 09:59:00,Monday,pideler,Karışık Pide
1864,2019-10-07 10:07:00,Monday,icecekler,Coca-Cola (33 cl.)
1864,2019-10-07 10:07:00,Monday,tatlilar,Fıstıklı Künefe
1864,2019-10-07 10:07:00,Monday,durumler,Urfa Dürüm
1865,2019-10-07 10:23:00,Monday,baslangiclar,Kızartma İçli Köfte (Adet)
1865,2019-10-07 10:23:00,Monday,icecekler,Ayran (30 cl.)
1865,2019-10-07 10:23:00,Monday,pideler,Karışık Pide
1866,2019-10-07 10:39:00,Monday,corbalar,Tavuk Suyu Çorbası
1866,2019-10-07 10:39:00,Monday,icecekler,Coca-Cola Şekersiz (33 cl.)
1866,2019-10-07 10:39:00,Monday,durumler,Ali Haydar Dürüm
1867,2019-10-07 10:42:00,Monday,corbalar,Yayla Çorbası
1867,2019-10-07 10:42:00,Monday,icecekler,Cappy (33 cl.)
1867,2019-10-07 10:42:00,Monday,pideler,Karışık Pide
1868,2019-10-07 10:44:00,Monday,icecekler,Şalgam Suyu (33 cl.)
1868,2019-10-07 10:44:00,Monday,tatlilar,Fırın Sütlaç
1868,2019-10-07 10:44:00,Monday,izgaralar,Tavuk Pirzola
1869,2019-10-07 10:45:00,Monday,baslangiclar,Kuruluk Dolması
1869,2019-10-07 10:45:00,Monday,icecekler,Sprite (33 cl.)
1869,2019-10-07 10:45:00,Monday,tatlilar,Baklava
1869,2019-10-07 10:45:00,Monday,izgaralar,Çöp Şiş
1870,2019-10-07 10:46:00,Monday,icecekler,Soda (20 cl.)
1870,2019-10-07 10:46:00,Monday,pideler,Karışık Pide
1871,2019-10-07 10:52:00,Monday,baslangiclar,Kızartma İçli Köfte (Adet)
1871,2019-10-07 10:52:00,Monday,icecekler,Cappy (33 cl.)
1871,2019-10-07 10:52:00,Monday,tatlilar,Baklava
1871,2019-10-07 10:52:00,Monday,durumler,Adana Dürüm
1872,2019-10-07 11:00:00,Monday,icecekler,Cappy (33 cl.)
1872,2019-10-07 11:00:00,Monday,kebaplar,Altı Ezmeli Kebap (Şişten)
1873,2019-10-07 11:11:00,Monday,icecekler,Fanta (33 cl.)
1873,2019-10-07 11:11:00,Monday,izgaralar,Çöp Şiş
1874,2019-10-07 11:23:00,Monday,icecekler,Coca-Cola (33 cl.)
1874,2019-10-07 11:23:00,Monday,durumler,Şefin Dürümü (Spesiyal)
1875,2019-10-07 11:41:00,Monday,icecekler,Şalgam Suyu (33 cl.)
1875,2019-10-07 11:41:00,Monday,kebaplar,Beyti Kebabı
1876,2019-10-07 11:53:00,Monday,tatlilar,Baklava
1876,2019-10-07 11:53:00,Monday,pideler,Kuşbaşılı Kaşarlı Pide
1877,2019-10-07 12:10:00,Monday,corbalar,Süzme Mercimek Çorbası
1877,2019-10-07 12:10:00,Monday,baslangiclar,Kuruluk Dolması
1877,2019-10-07 12:10:00,Monday,icecekler,Şalgam Suyu (33 cl.)
1877,2019-10-07 12:10:00,Monday,tatlilar,Fırın Sütlaç
1877,2019-10-07 12:10:00,Monday,izgaralar,Kuzu Şiş
1878,2019-10-07 12:12:00,Monday,izgaralar,Tavuk Pirzola
1879,2019-10-07 12:26:00,Monday,tatlilar,Baklava
1879,2019-10-07 12:26:00,Monday,kebaplar,Domatesli Kebap
1880,2019-10-07 12:35:00,Monday,icecekler,Cappy (33 cl.)
1880,2019-10-07 12:35:00,Monday,tatlilar,Kazandibi
1880,2019-10-07 12:35:00,Monday,kebaplar,Patlıcanlı Kebap
1881,2019-10-07 12:54:00,Monday,baslangiclar,Kızartma İçli Köfte (Adet)
1881,2019-10-07 12:54:00,Monday,icecekler,Ayran (30 cl.)
1881,2019-10-07 12:54:00,Monday,izgaralar,Tavuk Kanat
1882,2019-10-07 13:09:00,Monday,icecekler,Ayran (30 cl.)
1882,2019-10-07 13:09:00,Monday,tatlilar,Baklava
1882,2019-10-07 13:09:00,Monday,pideler,Kaşarlı Sucuklu Pide
1883,2019-10-07 13:29:00,Monday,icecekler,Cappy (33 cl.)
1883,2019-10-07 13:29:00,Monday,tatlilar,Fırın Sütlaç
1883,2019-10-07 13:29:00,Monday,pideler,Karışık Pide
1884,2019-10-07 13:37:00,Monday,corbalar,Tavuk Suyu Çorbası
1884,2019-10-07 13:37:00,Monday,baslangiclar,Kuruluk Dolması
1884,2019-10-07 13:37:00,Monday,icecekler,Cappy (33 cl.)
1884,2019-10-07 13:37:00,Monday,izgaralar,Tavuk Pirzola
1885,2019-10-07 13:43:00,Monday,icecekler,Coca-Cola Şekersiz (33 cl.)
1885,2019-10-07 13:43:00,Monday,tatlilar,Fırın Sütlaç
1885,2019-10-07 13:43:00,Monday,izgaralar,Izgara Köfte
1886,2019-10-07 13:48:00,Monday,baslangiclar,Kızartma İçli Köfte (Adet)
1886,2019-10-07 13:48:00,Monday,pideler,Kaşarlı Pide
1887,2019-10-07 13:58:00,Monday,izgaralar,Izgara Köfte
1888,2019-10-07 14:07:00,Monday,baslangiclar,Kızartma İçli Köfte (Adet)
1888,2019-10-07 14:07:00,Monday,icecekler,Fanta (33 cl.)
1888,2019-10-07 14:07:00,Monday,durumler,Tavuk Şiş Dürüm
1889,2019-10-07 14:25:00,Monday,baslangiclar,Kızartma İçli Köfte (Adet)
1889,2019-10-07 14:25:00,Monday,icecekler,Şalgam Suyu (33 cl.)
1889,2019-10-07 14:25:00,Monday,pideler,Kavurmalı Pide
1890,2019-10-07 14:33:00,Monday,corbalar,Tavuk Suyu Çorbası
1890,2019-10-07 14:33:00,Monday,icecekler,Coca-Cola Şekersiz (33 cl.)
1890,2019-10-07 14:33:00,Monday,tatlilar,Fıstıklı Künefe
1890,2019-10-07 14:33:00,Monday,izgaralar,Tavuk Şiş
